Id,Label,timeset,twitter_type,lat,lng,place_country,place_type,place_fullname,place_name,created_at,lang,possibly_sensitive,quoted_status_permalink,description,email,profile_image,friends_count,followers_count,real_name,location,emoji_alias,emoji_html_decimal,emoji_utf8,modularity_class
http://pbs.twimg.com/media/EL2lQhCWwAc50JV.jpg,http://pbs.twimg.com/media/EL2lQhCWwAc50JV.jpg,<[2019-12-16T12:24:24.133Z]>,Media,,,,,,,,,,,,,,,,,,,,,201
1206301986989256705,With the force. /  With divorce https://t.co/ILa9PCyHm1,<[2019-12-16T12:24:24.133Z]>,Tweet,,,,,,,Sun Dec 15 20:56:20 CET 2019,en,true,,,,,,,,,,,,201
@lizmenita,@lizmenita,<[2019-12-16T12:24:24.133Z]>,User,,,,,,,Sun Jun 07 01:08:00 CEST 2009,,,,Soy un pinche encanto. Based on real events. ⚯͛ △⃒⃘ 9¾ Ϟ,,http://pbs.twimg.com/profile_images/1195800527726100482/wplotw8V_bigger.jpg,550,10461,Liz.,,,,,201
1206550615154933760,"@TheVoidingDeer ""I don't remember much about my ex, ssshe left me anyway... I think... took the ssson... vague memories... I have no clue what she even looks like... the divorce had to do with my inventionsss...""",<[2019-12-16T12:24:24.834Z]>,Tweet,,,,,,,Mon Dec 16 13:24:17 CET 2019,en,false,,,,,,,,,,,,202
@epicsirpentious,@epicsirpentious,<[2019-12-16T12:24:24.834Z]>,User,,,,,,,Fri Sep 27 14:01:13 CEST 2019,,,,Crack & Literate Roleplay┋ OC-Friendly/Multiverse ┋ Multiship,,http://pbs.twimg.com/profile_images/1203088544492748800/pi4ZQh7E_bigger.png,208,157,⋆ 𝒮𝒾𝓇 𝒫𝑒𝓃𝓉𝒾𝑜𝓊𝓈 ⋆,Hell,,,,202
@thevoidingdeer,@thevoidingdeer,<[2019-12-16T12:24:24.834Z]>,User,,,,,,,,,,,,,,,,,,,,,202
1206550625900740609,"RT @flocorf: Queen, leave him https://t.co/GxTQDxZ9Ba",<[2019-12-16T12:24:27.445Z]>,Tweet,,,,,,,Mon Dec 16 13:24:20 CET 2019,en,false,https://twitter.com/dailymirror/status/1206168272162500609,,,,,,,,,,,2
@tallulahrose69,@tallulahrose69,<[2019-12-16T12:24:27.445Z]>,User,,,,,,,Sat May 19 13:08:37 CEST 2018,,,,😗✌🏽🥐,,http://pbs.twimg.com/profile_images/1197986419861532672/VP4DQdNi_bigger.jpg,393,112,tallulah rose 🦋,,,,,2
1206550645857292288,RT @TheBatak_: I’d hope my future wife does this if I ever became a class traitor https://t.co/WpSbpPu4t8,<[2019-12-16T12:24:32.204Z]>,Tweet,,,,,,,Mon Dec 16 13:24:25 CET 2019,en,false,https://twitter.com/dailymirror/status/1206168272162500609,,,,,,,,,,,2
@chazzsm,@chazzsm,<[2019-12-16T12:24:32.204Z]>,User,,,,,,,Mon Aug 11 23:15:47 CEST 2014,,,,claire saffitz stan account,,http://pbs.twimg.com/profile_images/1204016431945469952/qEzPDz_k_bigger.jpg,573,447,chaz🌹,Leyton,,,,2
1206550656087216129,"We have seen Willful Blindness Before. Many People Died. The changes to the federal Divorce Act contained in Bill C-78 are a step in the right direction, but also merely a flash in the pan. Focusing on mental health is key to addressing family separation https://t.co/TBkJKt7c96",<[2019-12-16T12:24:34.694Z]>,Tweet,,,,,,,Mon Dec 16 13:24:27 CET 2019,en,false,,,,,,,,,,,,203
https://divorcethesmartway.ca/ontario-divorce-process/divorce-in-ontario/,https://divorcethesmartway.ca/ontario-divorce-process/divorce-in-ontario/,<[2019-12-16T12:24:34.694Z]>,Link,,,,,,,,,,,,,,,,,,,,,203
1206550669425020928,"RT @flocorf: Queen, leave him https://t.co/GxTQDxZ9Ba",<[2019-12-16T12:24:37.831Z]>,Tweet,,,,,,,Mon Dec 16 13:24:30 CET 2019,en,false,https://twitter.com/dailymirror/status/1206168272162500609,,,,,,,,,,,2
@siennaaxoxo,@siennaaxoxo,<[2019-12-16T12:24:37.831Z]>,User,,,,,,,Wed May 22 15:42:07 CEST 2019,,,,,,http://pbs.twimg.com/profile_images/1206363132270174214/3kVRVZO4_bigger.jpg,417,43,sienna ✨,,,,,2
1206550681341091841,"RT @flocorf: Queen, leave him https://t.co/GxTQDxZ9Ba",<[2019-12-16T12:24:40.733Z]>,Tweet,,,,,,,Mon Dec 16 13:24:33 CET 2019,en,false,https://twitter.com/dailymirror/status/1206168272162500609,,,,,,,,,,,2
@sophielongx,@sophielongx,<[2019-12-16T12:24:40.733Z]>,User,,,,,,,Sat Jul 25 08:41:07 CEST 2009,,,,,,http://pbs.twimg.com/profile_images/1201297982781640704/-Yxs3F6J_bigger.jpg,69,993,sophie,,,,,2
1206550691684196352,Ahhhhhhhhhh,<[2019-12-16T12:24:43.171Z]>,Tweet,,,,,,,Mon Dec 16 13:24:36 CET 2019,und,false,https://twitter.com/DailyMailCeleb/status/1206550297948098563,,,,,,,,,,,281
@veevian_,@veevian_,<[2019-12-16T12:24:43.171Z]>,User,,,,,,,Sun Aug 25 22:46:27 CEST 2013,,,,"I have God,I'm Good! || Madridista",,http://pbs.twimg.com/profile_images/1201543712226062343/I-WuNrwf_bigger.jpg,875,2013,Kogi Witch,"Abuja, Nigeria",,,,281
1206550699003265025,"Lionel's Word 4D Week: The more marriage becomes an objective the less divorce becomes an option...
https://t.co/7TzqNRKqpn",<[2019-12-16T12:24:44.887Z]>,Tweet,,,,,,,Mon Dec 16 13:24:37 CET 2019,en,false,,,,,,,,,,,,204
@lionelsworld,@lionelsworld,<[2019-12-16T12:24:44.887Z]>,User,,,,,,,Wed Feb 23 17:28:24 CET 2011,,,,To Be A Driving Force Behinds Those Who Were Once Driven...,,http://pbs.twimg.com/profile_images/378800000616368641/30048240750fdfa61c3ac56741e52ee2_bigger.jpeg,2287,592,Lionel Lightbourne,Miami (Liberty City) FLA,,,,204
https://youtu.be/H2kupKpNiPI,https://youtu.be/H2kupKpNiPI,<[2019-12-16T12:24:44.887Z]>,Link,,,,,,,,,,,,,,,,,,,,,204
1206550704179044353,"RT @cobbo3: Zimbabwean anti-corruption authorities arrest wife of VP Constantino Chiwenga on charges of money laundering, fraud & violating…",<[2019-12-16T12:24:46.139Z]>,Tweet,,,,,,,Mon Dec 16 13:24:39 CET 2019,en,false,,,,,,,,,,,,210
@lindahoguttu,@lindahoguttu,<[2019-12-16T12:24:46.139Z]>,User,,,,,,,Tue May 03 19:28:09 CEST 2011,,,,"TV host- #TheBigStory /News Editor/Moderator

 @ktnnewsKE",,http://pbs.twimg.com/profile_images/1200004933820600320/6fb_OS3f_bigger.jpg,2329,467983,Lindah Oguttu,,,,,210
1206550724752134145,"RT @aufwiedpet: On this day in 1983, Moxey ironed a shirt, Bomber told the lads about his infatuation with Yana, Dennis popped home with a…",<[2019-12-16T12:24:51.011Z]>,Tweet,,,,,,,Mon Dec 16 13:24:44 CET 2019,en,false,,,,,,,,,,,,262
@pauloaafc,@pauloaafc,<[2019-12-16T12:24:51.011Z]>,User,,,,,,,Sun May 22 13:01:03 CEST 2011,,,,Married to the gorgeous Chris dad to James & Emma & grandad to Riley & Harry & Charlotte & Cayson.,,http://pbs.twimg.com/profile_images/874373143531589632/zvfVHFtP_bigger.jpg,255,405,paul whitehead,Oldham,,,,262
1206499858737225733,"On this day in 1983, Moxey ironed a shirt, Bomber told the lads about his infatuation with Yana, Dennis popped home with a Neville in tow to do some paperwork regarding his divorce. Neville was later arrested and locked up for allegedly attacking a young German girl! https://t.co/rMl79NKBcM","<[2019-12-16T12:24:51.011Z, 2019-12-16T12:37:59.350Z]>",Tweet,,,,,,,Mon Dec 16 10:02:36 CET 2019,en,false,,,,,,,,,,,,262
@aufwiedpet,@aufwiedpet,"<[2019-12-16T12:24:51.011Z, 2019-12-16T12:37:59.350Z]>",User,,,,,,,Fri Apr 13 18:22:44 CEST 2012,,,,"Official Twitter feed for Auf Wiedersehen, Pet. Join our mailing list: https://www.subscribepage.com/aufwiedpet All designs © Auf Wiedersehen, Pet 2019",,http://pbs.twimg.com/profile_images/1205806899578449926/NwCf_8Xn_bigger.jpg,2971,24693,"Auf Wiedersehen, Pet","Newcastle Upon Tyne ",,,,262
http://pbs.twimg.com/media/EL5ZOF6WoAEg3yT.jpg,http://pbs.twimg.com/media/EL5ZOF6WoAEg3yT.jpg,"<[2019-12-16T12:24:51.011Z, 2019-12-16T12:37:59.350Z]>",Media,,,,,,,,,,,,,,,,,,,,,262
1206550759380258816,RT @Lihle_Zondi0: Those asking how I found out it was actually he's brother who told me this i was so angry with myself I felt naive for no…,<[2019-12-16T12:24:59.193Z]>,Tweet,,,,,,,Mon Dec 16 13:24:52 CET 2019,en,false,,,,,,,,,,,,96
@themuslimhippie,@themuslimhippie,<[2019-12-16T12:24:59.193Z]>,User,,,,,,,Mon Jan 03 11:38:46 CET 2011,,,,‘No One Taught Me the Human Side of Islam’: http://tinyurl.com/Themuslimhippiebookuzsite| Crisis Counselor @crisistextline | Advocate | Speaker,,http://pbs.twimg.com/profile_images/1196745349941137408/9JNGkg0h_bigger.jpg,1132,3812,🦎 Sakinah🦎,DMV ✈️ Dallas,,,,96
1206550788639797248,RT @Lihle_Zondi0: Those asking how I found out it was actually he's brother who told me this i was so angry with myself I felt naive for no…,<[2019-12-16T12:25:06.152Z]>,Tweet,,,,,,,Mon Dec 16 13:24:59 CET 2019,en,false,,,,,,,,,,,,96
@tweet_iretweet,@tweet_iretweet,<[2019-12-16T12:25:06.152Z]>,User,,,,,,,Fri Sep 12 17:07:18 CEST 2014,,,,"Trying to make people see the good part about life in my own little way. 
Lover of God
Always ☺ ☺ ☺",,http://pbs.twimg.com/profile_images/984049771378700294/9N1PyVsb_bigger.jpg,8745,8465,Johnjob,Lagos Nigeria,,,,96
1206550799058264064,@Vijayawaits1 I hope no one ever faces divorce issues in your family. Don’t ever wish something like that on anybody. It’s worst. Their personal life is none of your business. I know sick people like you would never understand the impact of divorces on personal life. Raise your thinking.,<[2019-12-16T12:25:08.716Z]>,Tweet,,,,,,,Mon Dec 16 13:25:01 CET 2019,en,false,,,,,,,,,,,,161
@bani1380,@bani1380,<[2019-12-16T12:25:08.716Z]>,User,,,,,,,Wed Oct 31 19:36:01 CET 2018,,,,Take it easy,,http://pbs.twimg.com/profile_images/1205117369636417536/l2w8bSkN_bigger.jpg,40,10,Banii,"Mumbai, India",,,,161
1206550816753979394,"Luke chapter 16 is about the parable of the Dishonest Steward, its application, a saying against the Pharisees, about the Law, about Divorce, and the parable of the Rich Man and Lazarus.",<[2019-12-16T12:25:12.912Z]>,Tweet,,,,,,,Mon Dec 16 13:25:06 CET 2019,en,false,,,,,,,,,,,,205
@jayceemfg,@jayceemfg,<[2019-12-16T12:25:12.912Z]>,User,,,,,,,Sun Aug 27 05:08:33 CEST 2017,,,,"beloved. gifted. empowered.
19, Philippines!",,http://pbs.twimg.com/profile_images/1205846686288891905/aBT1mM6-_bigger.jpg,294,386,jajaaaaa,•ormin,,,,205
1206550840955138048,RT @ALT_uscis: A reminder as xmas is upon us: Some close to you may feel under the weather because of what life threw at them before Xmas:…,<[2019-12-16T12:25:18.672Z]>,Tweet,,,,,,,Mon Dec 16 13:25:11 CET 2019,en,false,,,,,,,,,,,,206
@blkbuddha1973,@blkbuddha1973,<[2019-12-16T12:25:18.672Z]>,User,,,,,,,Sun Apr 28 21:08:55 CEST 2013,,,,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,2622,92,blkbuddha,United States,,,,206
1206323375758565377,"A reminder as xmas is upon us: Some close to you may feel under the weather because of what life threw at them before Xmas: divorce, loss of loved one, financial stresses, health & mental struggles.
look for signs of isolation/ depression. Reach out. It makes a difference.",<[2019-12-16T12:25:18.672Z]>,Tweet,,,,,,,Sun Dec 15 22:21:19 CET 2019,en,false,,,,,,,,,,,,206
@alt_uscis,@alt_uscis,<[2019-12-16T12:25:18.672Z]>,User,,,,,,,Fri Jan 27 02:52:34 CET 2017,,,,Gastronaut. Misfit | Not on gov time/tax $. Not DHS USCIS views/opinions.,,http://pbs.twimg.com/profile_images/1062933412942614528/4MmChbEA_bigger.jpg,1669,204597,ALT-immigration 🛂,,,,,206
1206550850107330560,"RT @ltshunnieG: Las las all lady Titans are gay wen it comes to Tacha😂😂😂😂😂😂😂

All male Titans to dump their girlfriends for Tacha 🤷🏻‍♀️…",<[2019-12-16T12:25:20.832Z]>,Tweet,,,,,,,Mon Dec 16 13:25:13 CET 2019,en,false,,,,,,,,,,,,18
@kuti_yetunde,@kuti_yetunde,<[2019-12-16T12:25:20.832Z]>,User,,,,,,,Tue Jul 02 13:20:34 CEST 2019,,,,"I'm practical,down to earth and compassionate and aesthetic",,http://pbs.twimg.com/profile_images/1146016521266847744/Cqf4-hX8_bigger.jpg,6,50,Yetunde Kuti,,,,,18
1206550856071602180,"RT @flocorf: Queen, leave him https://t.co/GxTQDxZ9Ba",<[2019-12-16T12:25:22.236Z]>,Tweet,,,,,,,Mon Dec 16 13:25:15 CET 2019,en,false,https://twitter.com/dailymirror/status/1206168272162500609,,,,,,,,,,,2
@umaalagappan1,@umaalagappan1,<[2019-12-16T12:25:22.236Z]>,User,,,,,,,Thu Jul 19 10:52:36 CEST 2012,,,,pooja wat is dis behaviour,,http://pbs.twimg.com/profile_images/1204865863557505024/56khqcSW_bigger.jpg,300,227,satsUma🍊,,,,,2
1206550895988621312,RT @BossMoz: kurt is taking the divorce really hard #tna07 https://t.co/8Kvg6lYd15,<[2019-12-16T12:25:31.802Z]>,Tweet,,,,,,,Mon Dec 16 13:25:24 CET 2019,en,false,,,,,,,,,,,,207
@deadpizza,@deadpizza,<[2019-12-16T12:25:31.802Z]>,User,,,,,,,Fri Feb 14 08:57:24 CET 2014,,,,Fuck Twitter,,http://pbs.twimg.com/profile_images/1140865544888844288/d1f1LevG_bigger.jpg,1776,842,Chirstmess Dead Pizza,Came Out Swinging out of CO,,,,207
"#tna07","#tna07",<[2019-12-16T12:25:31.802Z]>,Hashtag,,,,,,,,,,,,,,,,,,,,,207
http://pbs.twimg.com/ext_tw_video_thumb/1204771617043181568/pu/img/VU48AYEtGKFH9TzZ.jpg,http://pbs.twimg.com/ext_tw_video_thumb/1204771617043181568/pu/img/VU48AYEtGKFH9TzZ.jpg,<[2019-12-16T12:25:31.802Z]>,Media,,,,,,,,,,,,,,,,,,,,,207
1204771677130739713,kurt is taking the divorce really hard #tna07 https://t.co/8Kvg6lYd15,<[2019-12-16T12:25:31.802Z]>,Tweet,,,,,,,Wed Dec 11 15:35:26 CET 2019,en,false,,,,,,,,,,,,207
@bossmoz,@bossmoz,<[2019-12-16T12:25:31.802Z]>,User,,,,,,,Sun Aug 07 14:41:17 CEST 2011,,,,tweet dork (he/him). i mostly tweet about wrestling. sorry about that.,,http://pbs.twimg.com/profile_images/1204248171276169216/HN4_Levg_bigger.jpg,634,5485,bossmoz,Australia,,,,207
1206550903580442624,RT @doggudoggu: Women in abusive marriages are already struggling to be independent financially before the divorce. To add another (financi…,<[2019-12-16T12:25:33.651Z]>,Tweet,,,,,,,Mon Dec 16 13:25:26 CET 2019,en,false,https://twitter.com/kumparan/status/1204287332867870720,,,,,,,,,,,58
@ciaaciull,@ciaaciull,<[2019-12-16T12:25:33.651Z]>,User,,,,,,,Thu Dec 22 02:51:53 CET 2011,,,,Line: nrsyaamsh,,http://pbs.twimg.com/profile_images/1116678494195314688/wKvYNHr__bigger.jpg,209,390,-,,,,,58
1206550908223524864,"@CheeseNBranston @Duggs_Bunny @Wittgenstein016 @AwayFromTheKeys @The_Leaver @BigBayBear @twvasi @RayJack97465601 @GeoffKeey @Charlie_45uk @Davidmetroland @f505eb72b9cd493 @MattFingersArni @european_kate @afewpoints @Gazza41 @brianbloop @Begentle50 @chrisgregson123 @Sir_Tom_Tucker @David19531501 @nicko00127 @viv_cooper @BeakyDruggan @Jag11814459 @obsessedmuch1 @JamesNNorm @mindedmusically @susan04071 @VeuveK @Macid3000 @cathyby @JohnRya13591294 @BorderSolution_ @cassiemonoo @markwh2001 @KillianConnolly @Britnurse1 @panmisthropist @robbo32 @DavidGSmith18 @BILDERBERG_GP @MattGeeSymonds @KAYDM49 @BrknMan @KentishJane @natscs18 @mrjoedixon @Swen28002 @rosebudorson My Bro was dirt poor following a divorce, just a few £ left over for daily food. After a very long day (3am-5pm) he'd go to supermarkets for reduced foods, knock-up a stew etc, freeze some. He longed to be able to afford takeaways again

Lefties spread a sense of victimhood","<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",Tweet,,,,,,,Mon Dec 16 13:25:27 CET 2019,en,false,,,,,,,,,,,,208
@butlerrichard2,@butlerrichard2,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,Thu Feb 26 14:11:06 CET 2015,,,,"Remoaners hate the working class.
Animals wayy cooler than many people. Love making baguettes & pizza dough. EDM producer, water feature designer, MMA bloke.",,http://pbs.twimg.com/profile_images/1177291335994396672/Z5wkJQR4_bigger.jpg,675,672,Conrad Silverun,"London, England",,,,208
@cheesenbranston,@cheesenbranston,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@duggs_bunny,@duggs_bunny,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@wittgenstein016,@wittgenstein016,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@awayfromthekeys,@awayfromthekeys,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@the_leaver,@the_leaver,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@bigbaybear,@bigbaybear,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@twvasi,@twvasi,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@rayjack97465601,@rayjack97465601,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@geoffkeey,@geoffkeey,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@charlie_45uk,@charlie_45uk,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@davidmetroland,@davidmetroland,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@f505eb72b9cd493,@f505eb72b9cd493,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@mattfingersarni,@mattfingersarni,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@european_kate,@european_kate,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@afewpoints,@afewpoints,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@gazza41,@gazza41,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@brianbloop,@brianbloop,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@begentle50,@begentle50,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@chrisgregson123,@chrisgregson123,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@sir_tom_tucker,@sir_tom_tucker,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@david19531501,@david19531501,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@nicko00127,@nicko00127,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@viv_cooper,@viv_cooper,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@beakydruggan,@beakydruggan,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@jag11814459,@jag11814459,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@obsessedmuch1,@obsessedmuch1,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@jamesnnorm,@jamesnnorm,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@mindedmusically,@mindedmusically,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@susan04071,@susan04071,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@veuvek,@veuvek,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@macid3000,@macid3000,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@cathyby,@cathyby,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@johnrya13591294,@johnrya13591294,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@bordersolution_,@bordersolution_,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,Wed May 01 20:49:16 CEST 2019,,,,European politicians have been causing uncertainty for 2 years with constant unimaginative dithering over the Irish border. The solution is simple lads.,,http://pbs.twimg.com/profile_images/1123672169697939457/23ss9jGC_bigger.png,1998,1071,Northern Ireland Border Solution,Northern I,,,,208
@cassiemonoo,@cassiemonoo,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@markwh2001,@markwh2001,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@killianconnolly,@killianconnolly,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@britnurse1,@britnurse1,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@panmisthropist,@panmisthropist,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@robbo32,@robbo32,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@davidgsmith18,@davidgsmith18,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@bilderberg_gp,@bilderberg_gp,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@mattgeesymonds,@mattgeesymonds,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@kaydm49,@kaydm49,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@brknman,@brknman,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@kentishjane,@kentishjane,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@natscs18,@natscs18,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@mrjoedixon,@mrjoedixon,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@swen28002,@swen28002,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
@rosebudorson,@rosebudorson,"<[2019-12-16T12:25:34.716Z, 2019-12-16T12:27:38.891Z]>",User,,,,,,,,,,,,,,,,,,,,,208
1206550933775114240,I would too wtf 😐,<[2019-12-16T12:25:40.832Z]>,Tweet,,,,,,,Mon Dec 16 13:25:33 CET 2019,en,false,https://twitter.com/DailyMirror/status/1206168272162500609,,,,,,,,,,,2
@fvlminare,@fvlminare,<[2019-12-16T12:25:40.832Z]>,User,,,,,,,Sun Oct 20 10:11:24 CEST 2019,,,,"| imagine being in Hufflepuff, I think I’d leave, wouldn’t you? | draco malfoy apologist",,http://pbs.twimg.com/profile_images/1191575655227494400/56PW_I9A_bigger.jpg,139,187,sophie,hufflepuff,,,,2
1206550937524953088,RT @beerluulah: Let’s have a discussion about the old men going back to Africa and getting married to 15 and 16 years old and then once the…,<[2019-12-16T12:25:41.672Z]>,Tweet,,,,,,,Mon Dec 16 13:25:34 CET 2019,en,false,,,,,,,,,,,,198
@fatumaabdillahi,@fatumaabdillahi,<[2019-12-16T12:25:41.672Z]>,User,,,,,,,Mon Aug 20 07:46:52 CEST 2012,,,,"Muslimah💖
Trained lawyer,
certified professional mediator
 Human Rights,
Environmental rights",,http://pbs.twimg.com/profile_images/1190968420050898946/9NP-bBGN_bigger.jpg,587,681,Khausar,"Nairobi, Kenya",,,,198
1206364761744654337,"Let’s have a discussion about the old men going back to Africa and getting married to 15 and 16 years old and then once their first wife finds out, they divorce the poor girl and ruined her life. What can we do to end vacation marriages? Nin oday ah siduu ku haweeysan cunug yar?","<[2019-12-16T12:25:41.672Z, 2019-12-16T12:58:23.207Z, 2019-12-16T12:59:13.289Z]>",Tweet,,,,,,,Mon Dec 16 01:05:47 CET 2019,en,false,,,,,,,,,,,,198
1206550937155899392,"Merry Christmas to some is not Merry. If this you?

Take time to reach out, I can help.
Contact me here or https://t.co/GFIYbV3GFm

#Christmas #XMAS #Relationship #Dating #Divorce #FamilyIssues #Job #Career #HolidayBlues #DownonChristmas #SadChristmas https://t.co/aMPJJomfRn","<[2019-12-16T12:25:41.691Z, 2019-12-16T12:27:57.024Z]>",Tweet,,,,,,,Mon Dec 16 13:25:34 CET 2019,en,true,,,,,,,,,,,,239
